,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
0,W751075369,ASSOCIATION NDOG-NÉM FRANCE ANNF,créer et favoriser les contacts le dialogue dvr les liens de fraternité et de solidarité entre ts les ndog nem de france et du cameroun,94,RUE,des Chataigniers,95100,Argenteuil,,94 RUE des Chataigniers 95100 Argenteuil,Val-d'Oise,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.252414,48.9571357
1,W751101199,CERCLE D'ETUDES DES TRADITIONS ET DE LA CULTURE CAMEROUNAISES CETCC,"étudier les traditions et la culture camerounaises, ainsi que l'amélioration et le développement des relations fraternelles et amicales entre les camerounais",148,AV,d'Italie,75013,Paris,,148 AV d'Italie 75013 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.3580928,48.8226294
2,W751105303,LES AMIS DE L'INSTITUT CATHOLIQUE DE YAOUNDE CAMEROUN,"contribuer a la réalisation des objectifs de l'institut catholique de yaoundé et des institutions qui s'y rattachent en lui apportant une aide matérielle et soutien morale, en prenant toutes initiatives pour faire connaître l'action de l'institution et lui apporter un soutien pour renforcer son rayonnement, en mobilisant des ressources pour le fonctionnement et le développement de l'institut, en diffusant tous bulletins et publications et en poursuivant toutes activités d'information, et de manière générale en développant tous moyens appropriés, le tous dans le cadre des lois en vigueur",21,RUE,d'Assas,75006,Paris,,21 RUE d'Assas 75006 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.3293486,48.8482956
3,W751109411,ASSOCIATION DES CHRETIENS DU CAMEROUN POUR LE DEVELOPPEMENT ACCD,"réunir, en france comme à l'étranger, au cameroun notamment des personnes s'intéressant de prés ou de loin aux operations de développements communautaires, tels la promotion éthique et matérielle de a population post-scolaire, le changement radical de mentalité basé sur les enseignements de l'église catholique et la sagesse ancestrale africiane, acquisition de nouvelles technologies agro-postales, esprit d'ouverture aux jeunes du monde entier",4,RUE,de Castellane,75008,Paris,www.accd-cameroun.org,4 RUE de Castellane 75008 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3255494,48.8722395
4,W751118437,ASSOCIATION CAMEROUNAISE D'ENTRAIDE DES RESSORTISSANTS BOOH NSETEUH ET AUTRES DE FRANCE ACERBA,être le lieu de rencontre de tous les boh nseteuh et autres de france,8,RUE,Raymond pitet,75017,Paris,,8 RUE Raymond pitet 75017 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.2967841,48.8899345
5,W751128115,ASSOCIATION SOLIDARITE CAMEROUNAISE EN FRANCE ASCF,"assistance morale à tout membre éprouvé par le décès d'un membre direct ou indirect de sa famille. assistance ou soutien financier à tout membre actif éprouvé par le décès d'un membre direct ou indirect de sa famille. assistance ou soutien fionancier le plus élevé en vigueur à l'ayanr droit ( le conjoint, à défaut le descendant ou ml'ascendant) en cas de décès d'un membre actif.",148,AV,d'Italie,75013,Paris,,148 AV d'Italie 75013 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3580928,48.8226294
6,W751131270,ASSOCIATION CAMEROUNAISE ENTRAIDE ET FAMILLE EN FRANCE,"promouvoir toute action humanitaire à destination des populations défavorisées ; réaliser l'entente, la solidarité et la fraternité entre ses membres ; contribuer à leur épanouissement personnel ainsi qu'à l'amélioration de leurs conditions de vie",37,RUE,Duparchy,91170,Viry-Châtillon,,37 RUE Duparchy 91170 Viry-Châtillon,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3679953,48.6726377
7,W751135798,COLLECTIF DES ASSOCIATIONS CAMEROUNAISES FRANCE CAC FRANCE,échanger nos expériences favoriser la communication dans et avec la diaspora rassembler harmoniser promouvoir les activités des différentes associations,114,RUE,des Pyrenees,75020,Paris,,114 RUE des Pyrenees 75020 Paris,Paris,Île-de-France,CLUBS DE LOISIRS/ RELATIONS,AUTRES,2.4046274,48.8571331
8,W751143617,AMICALE MENOUA CAMEROUN DE FRANCE  AMCF,soutenir et promouvoir des initiatives visant a entretenir des liens de solidarité et fraternité entre ses membre de mieux se connaître et s'entraider,16 bis,PL,jules valles,91000,Évry,,16 bis PL jules valles 91000 Évry,Essonne,Île-de-France,ENVIRONNEMENT/  CADRE DE VIE,AUTRES,2.4291283,48.6358196
9,W751155603,CONSEIL DES CAMEROUNAIS D'EUROPE CCE,unir en son sein les associations et d'autres plates formes oeuvrant d'une façon au développement culturel sanitaire sportif scientifique social économique et moral de tous les camerounais etc..,1,RUE,de Gergovie,75014,Paris,,1 RUE de Gergovie 75014 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERVENTIONS SOCIALES,2.3132518,48.8347601
10,W751159475,AKIBA,"promouvoir les échanges artistiques entre la région de la forêt équatoriale camerounaise et la france en particulier, le reste du monde en général par le biais du spectacle vivant, des contes, des musiques traditionnelles, des ateliers et des colloques ; faire connaître lart du conte africain auprès de tout public par des actions ciblées dinformation, de diffusion et de production ; oeuvrer à la recherche des moyens daide aux projets socioculturels dans cette sous-région dafrique centrale ; oeuvrer à la reconnaissance de lart du conte  africain, de ses différentes pratiques et du métier de conteur, de musicien traditionnel auprès des institutions, des administrations, et de tout interlocuteur public ou privés nationaux et internationaux ; offrir aux membres et à ses partenaires une plate-forme déchange et de rencontres, par le biais des festivals, des ateliers, et des reportages multimédias ; défendre une éthique sappuyant sur des principes de partage, de respect et déchanges e",56,RUE,des Maraîchers,75020,Paris,,56 RUE des Maraîchers 75020 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ACTION SOCIOCULTURELLE,2.4069046,48.8520592
11,W751167344,L'ESPRIT TRADITIONNEL CAMEROUNAIS ETC,rassemblement et promotion des valeurs morales traditionnelles et la mise en place de ses manifestations parmi ses adhérents,47,BD,Garibaldi,75015,Paris,,47 BD Garibaldi 75015 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.3074499,48.8464127
12,W751171311,SOUTHERN CAMEROONS NATIONAL COUNCIL SCNC,réunion des camerounais du sud résidant en france et sympathisant de la cause sud camerounaise,17/19,BD,de la Muette,95140,Garges-lès-Gonesse,,17/19 BD de la Muette 95140 Garges-lès-Gonesse,Val-d'Oise,Île-de-France,ACTION SOCIOCULTURELLE,AUTRES,2.4140908,48.9766583
13,W751172035,CONSEIL DES CAMEROUNAIS DE LA DIASPORA (CCD),"oeuvrer pour l'instauration d'une société démocratique, l'efficacité d'un état de droit, la promotion des libertés et des droits fondamentaux, notamment les droits civiques et politiques des citoyens camerounaises de l'intérieur et de l'extérieur.",77 bis,RUE,Marcadet,75018,Paris,,77 bis RUE Marcadet 75018 Paris,Paris,Île-de-France,ACTIVITÉS POLITIQUES,AUTRES,2.346887,48.8902839
14,W751173780,COMMUNAUTE DES ENFANTS DE LOUM EN FRANCE (CELFRA),"promouvoir la solidarité, l'entente et le partage entre les membres de la diaspora entre ceux resident au cameroun à loum",44,RUE,Piat,75020,Paris,,44 RUE Piat 75020 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3845066,48.872674
15,W751176298,OVA INSEEC OBJECTIF VIVRE AUTREMENT,"association humanitaire, scolariser des enfants au cameroun, par lintermédiaire de lassociation ova, partenaire camerounais",27,AV,Claude Vellefaux,75010,Paris,,27 AV Claude Vellefaux 75010 Paris,Paris,Île-de-France,SERVICES ET ÉTABLISSEMENTS MÉDICO-SOCIAUX,AUTRES,2.3701518,48.8764089
16,W751176711,ESPACE CULTUREL GACHA,"promotion et développement de la vie culturelle française, camerounaise et africaine ; dialogue entre les cultures, renforcement de la solidarité en oeuvrant sur le plan culturel, social et humanitaire",7,RUE,des Epinettes,75017,Paris,,7 RUE des Epinettes 75017 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3216853,48.8943706
17,W751191215,ASSOCIATION POUR LA DIFFUSION PANAFRICAINE DE LA PSYCHOMOTRICITE ADPP,accompagner l'institut panafricain de psychomotricité et de ralaxation ippr à une autonomie financière et pédagogique d'ici 3 ans; soutenir la création d'un diplôme d'état de psychomotricité camerounais et permettre à l'ippr d'intégrer l'opr (organisation internationale de psychomotricité et de relaxation); trouver des financements pour aider au développement local de l'ippr; promouvoir l'internationalité de la psychomoyticité; permettre à des étudiants en psychomotricité et des professionnels de se rendre sur place,9,RUE,du Bouquet de longchamp,75016,Paris,,9 RUE du Bouquet de longchamp 75016 Paris,Paris,Île-de-France,SANTÉ,AUTRES,2.2904229,48.8655281
18,W751200732,BAZOU GENERAL DE FRANCE (BGF),"promouvoir l'union , l'entraide, l'entente et l'esprit de solidarité entre ses membres ; concourir à la formation intellectuelle, culturelle et professionnelle de ses membres dans le perspective d'approfondir les échanges d'information entre les bazouais et les français ; entretenir les relations avec toutes les organisations poursuivant des objectifs similaires ; concourir à la promotion de la culture française et à la sauvegarde des intérêts traditionnels du village bazou et du cameroun",3,RES,le Gai Logis,93350,Le Bourget,,3 RES le Gai Logis 93350 Le Bourget,Seine-Saint-Denis,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.4258354,48.9351403
19,W751200846,POLE D'ACTION POUR LE RAYONNEMENT DU CAMEROUN (PARC),camerounais et amis du cameroun a pour vocation à encourager l'insertion des camerounais en france ; promouvoir les projets de développement économique et de la culture du cameroun,4,ALL,Valentin Abeille,75018,Paris,,4 ALL Valentin Abeille 75018 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.362173,48.9016231
20,W751200865,"EGLISE PRESBYTERIENNE CAMEROUNAISE EN FRANCE, ASSOCIATION CHRETIENNE MAPUPI","rassembler toutes les personnes croyant en dieu et professant la foi chrétienne par l'évangile suivant les rites de l'église presbytérienne camerounaise et de mener les actions visant à créer, développer et renforcer l'éducation populaire et le lien social",18,AV,Dumont d'Urville,93270,Sevran,,18 AV Dumont d'Urville 93270 Sevran,Seine-Saint-Denis,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.5239097,48.9467721
21,W751200880,"ENFANCE, SOLIDARITE POUR LE CAMEROUN","répondre à des buts de solidarité et d'humanité depuis la france, pays de résidence de ses membres, vers le cameroun ; mettre en place un centre médical et socio-éducatif de référence,dédié ; aux consultations médicales et paramédicales dans le cadre de diagnostics difficiles ou de pathologies rares de l'enfant ;  au développement de solutions d'hébergement pour enfants et mères précoces ; à la promotion de l'éducation mère-enfant à travers la mise en place de structures éducatives (bibliothèques) et cellules de planning familial",146,BD,Macdonald,75019,Paris 19e,,146 BD Macdonald 75019 Paris 19e,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3784853,48.8990228
22,W751201224,ASSOCIATION DES ARTISTES DES MONTAGNES - ASARMON,"promouvoir par enseignements et par exhibitions les danses folkloriques africaines ; notamment celles du cameroun et particulièrement le ben skin, bafia ebassa, l'assiko bassa, le bikut-si-eilan et toutes les autres danses camerounaises",28,RUE,de Chaufourniers,75019,Paris,,28 RUE de Chaufourniers 75019 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.3200410217200766,48.8588897
23,W751201306,EGLISE PRESBYTERRIENNE REFORMEE DU CAMEROUN  -  CONSISTOIRE ZOETELE  -  PAROISSE FRANCE-SUISSE - CHAPELLE DE PARIS (EPRC - PARIS),"regrouper les personnes des deux sexes, sans distinction raciale ni socioculturelle, pour la célébration du culte persbytérien, la proclamation de l'evangile de jésus christ à toute l'humanité, l'administration des sacrements, la promotion des valeurs chrétiennes ; la cure d'âme et l'enseignement de la doctrine chrétienne, l'encadrement et la formation des membres à travers ses structures spécialisées",9,RUE,Tristan Tzara,75018,Paris,,9 RUE Tristan Tzara 75018 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.3650661,48.8948322
24,W751201785,CONSEIL DES COMMUNAUTES PRESBYTERIENNES CAMEROUNAISES DE FRANCE - CCPCF,"développer la foi chrétienne, maintenir une communion spirituelle entre les différentes communautés et le culte évangélique ; promouvoir la coordination des associations cultuelles de l'epc entre lui et les églises soeurs ; assurer la célébration du culte et une entraide matérielle au profit de ces dernières ; assurer la formation de ses membres ; il est chargé de la médiation et de la réconciliation des associations cultuelles qui le composent",7 bis,RUE,du Pasteur Wagner,75011,Paris,,7 bis RUE du Pasteur Wagner 75011 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.3695587,48.8558207
25,W751201895,CERCLE D'AMITIE ET DE COOPERATION DE LA JEUNESSE FRANCO-CAMEROUNAISE POUR LE CO-DEVELOPPEMENT (CAMICOJE),"regrouper des jeunes camerounais, français et franco-camerounais, qui souhaitent nouer des relations d'amitié, fraternité pouvant aboutir à la mise en place de projets communs, privés ou nationaux visant à l'épanouissement mutuel des deux jeunesses",16,AV,du Président Wilson,75016,Paris,www.camicoje.org,16 AV du Président Wilson 75016 Paris,Paris,Île-de-France,CLUBS/ CERCLES DE RÉFLEXION,CLUBS DE LOISIRS/ RELATIONS,2.2954307,48.8650276
26,W751203002,"""""""COEUR D'AFRIQUE"""" - ASSOCIATION ROGER MILLA""","récolter les fonds sur le territoire français afin d'aider les orphelins au cameroun, principalement ceux dont les parents sont décédés de sida ; ces enfants sont parfois atteints de sida ou pas ; l'association de france versera 80 % des sommes récoltées à la fondation coeur d'afrique cameroun et roger milla  prendra totalement en charge la nutrition, la santé et les formations professionnelles 20 % des sommes restantes sont pour le fonctionnement et l'initiation de nouveaux projets pouvant drainer d'autres fonds ; recycler les anciens footballeurs camerounais par la formation et la recherche d'emploi dans leur domaine",7 bis,RUE,Décres,75014,Paris,,7 bis RUE Décres 75014 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3149538,48.8329199
27,W751203402,FORUM CAMEROUNAIS ET AMIS DU CAMEROUN (FOCAC),"promouvoir avec les jeunes issus de l'immigration un dialogue constructif leur permettant de mieux asseoir leurs perspectives s'avenir en matière scolaire et professionnel en vue de les motiver davantage dans leurs efforts d'insertion dans la société française ; organiser et initie des débats des colloques sur notre environnement culturel, économique et social aussi bien national qu'international, en vue de créer à notre niveau, des synergies favorables au co-développement entre la france et le cameroun et plus généralement avec tous les pays africains",33,RUE,Polonceau,75018,Paris,,33 RUE Polonceau 75018 Paris,Paris,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,AUTRES,2.3520955,48.885868
28,W751204088,S.M.A.C. - SONG MPECK ASSOCIATION CAMEROUN,financer des aides pour l'école primaire de song mpeck village cameroun situé dans la province du centre (ndjocknkong) ; préfinancer en partie le voyage des membres de l'atelier cameroun du collège eurécole ; les sommes affectées à ce préfinancement ne pourront excéder 30% des sommes récoltées,34,AV,des Champs Elysées,75008,Paris,,34 AV des Champs Elysées 75008 Paris,Paris,Île-de-France,ÉDUCATION  FORMATION,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3080982,48.869883
29,W751204269,(AFCAR) ASSOCIATION FRANCO-CAMEROUNAISE D'AIDE AU RETOUR DES RESSORTISSANTS CAMEROUNAIS RESIDANT EN FRANCE,"mise en place d'un dispositif effectif et efficient concourant à une maîtrise concertée et raisonnée des flux migratoires ; l'adaptation du concept de l'aide au retour à la problématique du développement économique et social; la promotion de l'investissement productif - l'étude de la viabilité et de la faisabilité économique de tout projet à travers un examen attentif et approfondi par les structures ad hoc de l'afcar - la mobilisation des compétences des ressortissants camerounais résidant en france et hautement qualifiés - le recensement physique et exhaustif de tous les projets de création d'activités économiques, sociales et culturelles en direction du cameroun - la mobilisation de tous les instruments et de tous le leviers opérationnels - la mise à contribution du tissu associatif camerounais en france - le soutien financier des initiatives d'associations",50,CHEM1,de Montval à la Montagne,78160,Marly-le-Roi,,50 CHEM1 de Montval à la Montagne 78160 Marly-le-Roi,Yvelines,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,2.0965935,48.8681762
30,W751204323,ONG SOLENCAM - SOLIDARITE ET ENTRAIDE AU CAMEROUN,"aider  et participer au développement économique des populations enclavées au cameroun ; créer et remettre en état des infrastructures médicales, culturelles et sportives des régions enclavées ; lutter contre la pauvreté, les malades occasionnées par le manque d'eau potable et divers maux qui minent le cameroun, l'exclusion, la pauvreté, l'oisiveté, les inégalités diverses",3,RUE,Raffaelli,75016,Paris,,3 RUE Raffaelli 75016 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.2559121,48.8430619
31,W751204901,ASSOCIATION CAMEROUNAISE POUR LA SOLIDARITE EN ACTION (ACASA),"oeuvrer pour le renforcement de la solidarité africaine et internationale par la réalisation d'actes concrets en faveur des personnes africaines, de la défense de l'environnement et des autres maux qui minent l'humanité ; élimination de la pauvreté au cameroun en particulier le vih/sida et autres maladies ; soutenir les personnes agées ; aider les enfants orphélins et vulnérables dans le monde entier ; mener des campagnes de parrainage en faveur des personnes atteintes",186,RUE,de la Croix Nivert,75015,Paris,,186 RUE de la Croix Nivert 75015 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.2897287,48.8393391
32,W751205161,ASSOCIATION FRANCO - CAMEROUNAISE POUR LE DEVELOPPEMENT SOLIDAIRE - AFCAP,"filtre matriciel et guichet unique dans le portage de projets lié à lenvironnement productif privé au cameroun par les ressortissants camerounais résidant en france ; lafcap veillant en amont à sassurer que létude de faisabilité préalable des projets afférents, dans les secteurs de la formation professionnelle, du soutien aux activités productives locales, de la santé et de lénergie et du développement durable, réponde strictement aux critères déligibilité définis et mis  en place dans le cadre de laccord de gestion concertée des flux migratoires et de développement solidaire signé entre le cameroun et la france le 21 mai 2009 à yaoundé au cameroun",50,CHEM1,de Montval à la Montagne,78160,Marly-le-Roi,,50 CHEM1 de Montval à la Montagne 78160 Marly-le-Roi,Yvelines,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.0965935,48.8681762
33,W751205411,MOUVEMENT DES PATRIOTES CAMEROUNAIS (MPC),"rassembler et mobiliser nos compatriotes dans le but doeuvrer au changement démocratique à la refondation et au développement économique, social et culturel du cameroun ; de produire de la pensée, des idées et des propositions politiques ; déveiller, éduquer et former politiquement les populations",115,RUE,Saint Dominique,75007,Paris,,115 RUE Saint Dominique 75007 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3047725,48.8590781
34,W751205951,ASSOCIATION DES ELITES TONGA ET AUTRES DE FRANCE ET DEUROPE,assistance et entraide pour les ressortissants camerounais,82,RUE,de l'Ourcq,75019,Paris,,82 RUE de l'Ourcq 75019 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3752169,48.893737
35,W751207333,DIASPORA CAMEROUNAISE DE FRANCE - DCF,"rassembler tous les camerounais de la diaspora de france pour promouvoir le développement économique, social et culturel du cameroun ; regrouper tous les membres camerounais  résidant en france les anciens de france, les sympathisants et amis ayant des intérêts au cameroun ; encourager les échanges nord est dans un objectif de développement partagé ; promouvoir limage du cameroun",59,RUE,Sauffroy,75017,Paris,,59 RUE Sauffroy 75017 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3224513,48.8933679
36,W751207901,INITIATIVES DIASPORA (ID),"est une association sans couleur politique et à but non lucratif qui a pour objet social de favoriser, à titre patriotique, le développement durale du cameroun dans tous les secteurs à travers toutes initiatives privées ou publiques de toute nature entreprises au cameroun en ce sens avec lappui et le concours de la dispora camerounaise",91,RUE,du Faubourg Saint Honoré,75008,Paris,www.initiatives-diaspora.com,91 RUE du Faubourg Saint Honoré 75008 Paris,Paris,Île-de-France,ACTION SOCIOCULTURELLE,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.3131033,48.8719077
37,W751208775,UNION DES EGLISES BAPTISTES DU CAMEROUN (UEBC) DIPITA PARIS,"pratique du culte et la célébration des cérémonies ; subvenir aux frais, à lentretien et à lexercice public du culte selon le rite défini par les écritures saintes ; éveiller, rassembler, sensibiliser, évangéliser et intéresser tous les camerounais de france et deurope, sans distinction de confession, à lévangile et au salut dont le seul fondement est jésus christ, de dire lévangile en notre langue camerounaise, édifier les membres et former notre jeunesse selon la pratique des églises chrétiennes camerounaises ; nouer des rapports constructifs et de bonne compréhension avec dautres églises, et assurer des liens de convergence entre les fidèles de toutes confessions, se fédérer même avec elles dans la mesure du possible ; promouvoir en toutes circonstances une action humanitaire et sociaux culturelle, afin de lutter efficacement contre la misère morale et matérielle",5,RUE,Jean de la Fontaine,75016,Paris,,5 RUE Jean de la Fontaine 75016 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.2752024,48.8523968
38,W751209524,ASSOCIATION DES RESSORTISSANTS DE LA CARRIERE  - ARECA,"promouvoir la solidarité, l'entraide et la culture camerounaise en france ; faciliter la circulation de l'information pou r l'accueil et l'aide à l'intégration de primo arrivant ; contribuer au développement et au rayonnement de la carrière par l'aide au financement des projets sanitaires, économiques, sociaux et culturels ; oeuvrer pour une jeunesse responsable et à la reconversion des membres pour relever la moralité publique",25,RUE,Lantiez,75017,Paris,,25 RUE Lantiez 75017 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.3237638,48.895027
39,W751209557,AEBC (AIDE AUX ENFANTS DE BAHO - CAMEROUN),"aider les enfants du cameroun, le village de baho, en fournitures scolaires, création dun dispensaire au sein du village et lacheminement dun puits deau potable au sein de lécole",50,RUE,Ramus,75020,Paris 20e,,50 RUE Ramus 75020 Paris 20e,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.3984642,48.8630809
40,W751211054,VIMLI  ASSOCIATION DES ENFANTS ET AMI(E)S DE MBALMAYO-CAMEROUN (ASEM),"rencontres pour la fraternité, léchange, lentraide, le partage, la solidarité, le brassage et la promotion des valeurs multiculturelles",67,RUE,Brancion,75015,Paris,,67 RUE Brancion 75015 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,2.3033459,48.832443
41,W751212007,"""ASSOCIATION CLUB CAMEROUN EMERGENCE 2035 """"CAMERGENCE 2035""""""",réunir en son sein de personnes physiques et morales qui acceptent ou adhérent à contribuer de façon efficace à laccession  du cameroun pour devenir un pays émergent à lhorizon 2035,4,SQ,d'Aquitaine,75019,Paris,,4 SQ d'Aquitaine 75019 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CLUBS/ CERCLES DE RÉFLEXION,2.3949564,48.8871501
42,W751213518,CHAMBRE ECONOMIQUE CAMEROUN-INDE,favoriser et développer les relations commerciales industrielles et financières entre linde et le cameroun,132 ter,RUE,Lamarck,75018,Paris,,132 ter RUE Lamarck 75018 Paris,Paris,Île-de-France,CLUBS DE LOISIRS/ RELATIONS,AUTRES,2.3444966,48.8876025
43,W751214800,"CAMEROUN NOTRE TERRE CHERIE, 237  - C.N.T.C. 237",mobilisation des ressortissants camerounais ; promotion du patrimoine culturel camerounais ; réalisation des projets de développement ; mise ne place dune mutuelle de solidarité et dentraide ; promotion et accompagnement de linitiative privée des camerounais de lintérieur  et da la diaspora ; création des richesses et de lemploi au cameroun et pays de  résidence,4,RUE,Olivier Métra,75020,Paris,,4 RUE Olivier Métra 75020 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.395419,48.8717608
